
idpk,CIK,year,assets,CurrentAssets,NoncurrentAssets,liabilities,CurrentLiabilities,NoncurrentLiabilities,LiabilitiesAndStockholdersEquity,equity,CommonStockValue,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLoss,MinorityInterest,revenues,SalesRevenueNet,CostOfGoodsSold,GrossProfit,OperatingExpenses,SellingGeneralAndAdministrativeExpense,ResearchAndDevelopmentExpense,OperatingIncomeLoss,InterestExpense,IncomeBeforeIncomeTaxes,IncomeTaxExpenseBenefit,NetIncomeLoss,PreferredStockDividendsAndOtherAdjustments,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInFinancingActivities,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsAtCarryingValue,PaymentsToAcquirePropertyPlantAndEquipment,ProceedsFromIssuanceOfCommonStock,PaymentsOfDividends,RepaymentsOfDebt,ProceedsFromIssuanceOfDebt,DepreciationAndAmortization,InventoryNet,AccountsReceivableNetCurrent,AccountsPayableCurrent,Goodwill,IntangibleAssetsNetExcludingGoodwill,PropertyPlantAndEquipmentNet,LongTermDebtNoncurrent,ShortTermBorrowings,IncomeTaxesPayableCurrent,EntityRegistrantName,EntityCentralIndexKey,TradingSymbol,EntityIncorporationStateCountryCode,EntityFilerCategory,DocumentPeriodEndDate,DocumentFiscalPeriodFocus,DocumentFiscalYearFocus,DocumentType,AmendmentFlag,CurrentFiscalYearEndDate,TL_TA,Debt_Assets,EBIT_InterestExpense,EBITDA_InterestExpense,CFO_Liabilities,CFO_DebtService,CurrentRatio,QuickRatio,WC_TA,ROA,OperatingMargin,DaysAR,DaysINV,DaysAP,CashConversionCycle,Accruals,DividendOmission,DebtIssuanceSpike,DebtRepaymentSpike,AltmanZPrime,AltmanZDoublePrime,OhlsonOScore,OhlsonOScoreProb,ZmijewskiXScore,SpringateSScore,TafflerZScore,FulmerHScore,GroverGScore,BeneishMScore,PiotroskiFScore,AIExpectedLikelihoodOfBankruptcyBase,AIExpectedLikelihoodOfBankruptcyExtended,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGPT,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGPTExplanation,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGROK,AIExpectedLikelihoodOfBankruptcyBaseStrongerModelGROKExplanation,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGPT,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGPTExplanation,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGROK,AIExpectedLikelihoodOfBankruptcyExtendedStrongerModelGROKExplanation
4532,1017480,2024,805614000,368538000.0,,499508000.0,275798000.0,,805614000.0,391036000.0,398000.0,1058383000.0,,,,,,646407000.0,,382414000.0,,228166000.0,317000.0,,53579000.0,174313000.0,,,11.63,11.19,14993000.0,15582000.0,159488000.0,-70161000.0,-281563000.0,,23221000.0,,,,,,35827000.0,314861000.0,,164294000.0,,,153993000.0,,,,,,,,,,,,,,,0.62003391202238,0.0,719.7665615142,832.78548895899,0.31929018153863,503.1167192429,1.3362605965235,0.19462432649983,0.11511716529256,0.21637285350056,,,,,,0.018009284651777,0,0,0,2.4040515801615,7.7632472458901,-7.5279217881086,0.0005375657400407,-1.7341394998388,0.98805609137875,67.013368531955,,1.2075622494147,-4.6073169421722,4,80.0,25.0,50,moderate leverage TL/TA 0.62; adequate current ratio 1.34; thin cash/CL 0.19; positive ROA 21.6%; net profit,40,moderate leverage TL/TA 0.62; adequate current ratio 1.34; thin cash/CL 0.19; positive ROA 21.6%; net profit,55,moderate leverage TL/TA 0.62; adequate current ratio 1.34; thin cash/CL 0.19; positive ROA 21.6%; net profit,41,moderate leverage TL/TA 0.62; adequate current ratio 1.34; thin cash/CL 0.19; positive ROA 21.6%; net profit
2387,1563411,2024,4661000000,1992000000.0,2941000000.0,3797000000.0,1556000000.0,2635000000.0,4933000000.0,718000000.0,2936397.68,,,24000000.0,,,,374000000.0,,151000000.0,26000000.0,,,,-165000000.0,308000000.0,,,2.14,2.1,143625764.0,146961190.0,365000000.0,-196000000.0,-150000000.0,,223000000.0,289000000.0,,,,,,1197000000.0,418000000.0,,462000000.0,,2422000000.0,,,,,,,,,,,,,,,0.81463205320747,0.0,,,0.096128522517777,,1.280205655527,0.51092544987147,0.093542158335121,0.066080240291783,,,,,,-0.011872526556967,0,0,0,0.2418134293625,1.0183583964056,-6.3692923713196,0.001710440607589,0.051162444591643,0.19053636558678,0.94621526711458,,0.31472237717228,-4.8758109847672,4,11.0,,36,thin cash buffer,30,Positive cash flow and equity despite reported loss,70,moderate-high leverage TL/TA 0.81; adequate current ratio 1.28; thin cash/CL 0.51; positive ROA 6.6%; net profit,20,Positive ROA and liquidity suggest low risk
5786,1398987,2024,6383000000,580000000.0,,4158000000.0,1207000000.0,,5839000000.0,1679000000.0,1000000.0,-3091000000.0,,2000000.0,6908000000.0,,,,,,,,113000000.0,,-68000000.0,-287000000.0,,,-2.52,-2.52,113800000.0,113800000.0,-92000000.0,-55000000.0,-376000000.0,,106000000.0,109000000.0,,,,,214000000.0,,105000000.0,99000000.0,2499000000.0,,317000000.0,2235000000.0,,,,,,,,,,,,,,0.65141782860724,0.35014883283722,-2.141592920354,-0.24778761061947,-0.022126022126022,-0.8141592920354,0.48053024026512,0.48053024026512,-0.098229672567758,-0.044963183456055,,,,,,-0.028691238137277,0,0,0,-0.42879507910058,-2.0538449748939,-5.623056525053,0.0036005682779977,-0.38266193042543,-0.21757010809964,32.542240428208,,-0.23341610527965,-4.7926095387461,2,7.0,10.0,90,moderate leverage TL/TA 0.65; low current ratio 0.48; thin cash/CL 0.48; negative ROA -4.5%; net loss,72,moderate leverage TL/TA 0.65; low current ratio 0.48; thin cash/CL 0.48; negative ROA -4.5%; net loss,95,moderate leverage TL/TA 0.65; low current ratio 0.48; thin cash/CL 0.48; negative ROA -4.5%; net loss,71,moderate leverage TL/TA 0.65; low current ratio 0.48; thin cash/CL 0.48; negative ROA -4.5%; net loss
9196,1158324,2024,3211619000,513627000.0,,2602063000.0,373324000.0,,3211619000.0,-373098000.0,49000.0,17137000.0,,,,,,,,163021000.0,,113959000.0,110697000.0,,21230000.0,,,5146000.0,0.11,0.11,46875992.0,47207298.0,173707000.0,-78971000.0,-144849000.0,,75092000.0,78971000.0,,169857000.0,,,76306000.0,,135475000.0,48356000.0,,,1537817000.0,,,,,,,,,,,,,,,0.81020289143887,0.0,1.0294678265897,1.7187909338103,0.066757415174037,1.5692114510782,1.3758210026679,1.3758210026679,0.043686066124282,0.0,,,,,,-0.082290472715317,0,0,0,0.085867323206349,0.3918691286923,-5.4048377405886,0.0044746709849284,0.32365976521221,0.15393053161038,-17.010503296371,,0.2498673313989,-3.7470226285453,2,7.0,2.0,65,"L/A 0.81, CR 1.38, CFO/A 5.4%",50,Negative equity but positive net income and operating cash flow,59,Low Altman Z' 0.1 ; High Zmijewski X 0.32 ; Leverage TL/TA 0.81,29,Negative equity offset by positive income in risk assessment
1463,1671927,2024,597001000,528820000.0,,228158000.0,139021000.0,,597001000.0,233705000.0,134000.0,-744674000.0,,,54659000.0,,,,,123059000.0,101921000.0,-51708000.0,1250000.0,,11660000.0,-52543000.0,,,-1.15,-1.15,45714923.0,45714923.0,-49209000.0,-2197000.0,145442000.0,,442626000.0,2203000.0,,,,389100000.0,,4501000.0,52093000.0,17798000.0,,,9215000.0,,,,,,,,,,,,,,,0.38217356419838,0.0,-41.3664,-41.3664,-0.21567948526898,-39.3672,3.8038857438804,3.7715093403155,0.65292855455854,-0.088011577870054,,,,,,-0.00593363547296,0,0,0,-0.42725775159134,0.71031297285187,-7.5242720433946,0.0005395302419971,-1.7103430406784,0.40661474603895,6.5074447820775,,0.84090991974888,-4.7963236216378,2,35.0,65.0,55,low leverage TL/TA 0.38; healthy current ratio 3.80; ample cash/CL 3.77; negative ROA -8.8%; net loss,44,low leverage TL/TA 0.38; healthy current ratio 3.80; ample cash/CL 3.77; negative ROA -8.8%; net loss,60,low leverage TL/TA 0.38; healthy current ratio 3.80; ample cash/CL 3.77; negative ROA -8.8%; net loss,45,low leverage TL/TA 0.38; healthy current ratio 3.80; ample cash/CL 3.77; negative ROA -8.8%; net loss
1947,1393311,2024,19809216000,,,9702270000.0,,,19809216000.0,10013178000.0,17567000.0,-267910000.0,,93768000.0,4182163000.0,,,,,,,,136319000.0,,14326000.0,4349147000.0,,4142288000.0,23.64,23.5,175257000.0,176280000.0,3117141000.0,1119996000.0,-4193270000.0,,734599000.0,,0.0,,,,,,,,165843000.0,,,,,,,,,,,,,,,,,0.48978566340031,0.0,33.009279704223,33.009279704223,0.32127955622756,22.866518973877,,,0.0,0.2195516975533,,,,,,0.065950523483746,0,0,0,1.1277788018494,2.5660488239485,,,-2.4962043576081,0.69737042798665,3.2,,0.82672786888689,-4.1449962533601,3,10.0,1.0,27,IC 10.0; ROA 22.0%; strong CFO,10,"Strong net income, positive equity and cash flows",45,moderate leverage TL/TA 0.49; positive ROA 22.0%; net profit,10,Positive interest coverage and model scores suggest low risk
1485,949961,2024,118078000,106905000.0,,,,,118078000.0,108054000.0,42000.0,57028000.0,,,,,,,,,,-1626000.0,,,1045000.0,3931000.0,,,0.94,0.94,4168414.0,4168414.0,4000.0,27000.0,-908000.0,,71000.0,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.90537610731889,0.03329155304121,,,,,,0.034137881573629,0,0,0,1.0154441894341,7.4212076762818,,,-4.4498119886854,0.89026177611409,3.2,,1.5034629312827,-4.3012206422873,4,15.0,26.0,35,low leverage TL/TA 0.00; positive ROA 3.3%; net profit,28,low leverage TL/TA 0.00; positive ROA 3.3%; net profit,40,low leverage TL/TA 0.00; positive ROA 3.3%; net profit,30,low leverage TL/TA 0.00; positive ROA 3.3%; net profit
5313,1476765,2024,5733472000,,,3185594000.0,,,5733472000.0,2396193000.0,170000.0,-132345000.0,,,,,,,,,,,34245000.0,,,153440000.0,,,0.9,0.9,170674570.0,170674570.0,-416463000.0,,353131000.0,,65617000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55561342237304,0.0,5.4806541100891,5.4806541100891,-0.13073323216957,-12.161279018835,,,0.0,0.026762143427229,,,,,,0.099854258054704,0,0,0,0.39807891606309,0.93453523407723,,,-1.2534331378962,0.10049633973969,3.2,,0.16800162344911,-3.9709107596584,1,15.0,40.0,32,OCF/TA -0.07; net profit,40,Positive net income but negative cash flow from operations,76,Z'=0.40; X safe -1.25; CFO/DS<1,40,"positive ROA, moderate leverage, but low Altman and Fulmer"
5170,51644,2024,19267300000,10950400000.0,,15221200000.0,10330900000.0,,19267300000.0,3942600000.0,38300000.0,4254500000.0,,61200000.0,10927800000.0,,,,9546600000.0,87100000.0,,1381200000.0,167900000.0,,318400000.0,938000000.0,,,2.4,2.37,391500000.0,395100000.0,642100000.0,-430100000.0,-899400000.0,,2386100000.0,178100000.0,,,,,274000000.0,,5768800000.0,8355000000.0,5050600000.0,,636700000.0,2917500000.0,34200000.0,,,,,,,,,,,,,0.79000171274647,0.15319738624509,8.2263251935676,9.8582489577129,0.04218458465824,3.8243001786778,1.0599657338664,1.0599657338664,0.032152922308782,0.048683520783919,,,,,,0.015527795488596,0,0,0,0.54160119365213,1.6844813334579,-6.4263098213216,0.001615797033,-0.011826217937308,0.2531942202592,-24.660090607263,10.444430402218,0.35329329485709,-4.5950261920896,5,62.0,40.0,65,moderate-high leverage TL/TA 0.79; adequate current ratio 1.06; positive ROA 4.9%; net profit,52,moderate-high leverage TL/TA 0.79; adequate current ratio 1.06; positive ROA 4.9%; net profit,70,moderate-high leverage TL/TA 0.79; adequate current ratio 1.06; positive ROA 4.9%; net profit,52,moderate-high leverage TL/TA 0.79; adequate current ratio 1.06; positive ROA 4.9%; net profit
979,880641,2024,1825597000,,,1717218000.0,,,1825597000.0,101729000.0,8660000.0,103445000.0,,,,,,,,,,,5914000.0,,535000.0,2585000.0,,,0.73,0.73,3522431.0,3522431.0,214000.0,-75104000.0,136711000.0,,,7000.0,,,,,,,,,,,18108000.0,,,,,,,,,,,,,,,0.94063366668547,0.0,1.5275617179574,1.5275617179574,0.0001246201705316,0.036185322962462,,,0.0,0.0014159751577155,,,,,,0.0013775617215629,0,0,0,0.088250208496879,0.28018017514445,,,1.0552400118975,0.015191950907018,3.2,,0.073822100386887,-4.4294106651137,2,38.0,48.0,51,high leverage (0.94x A,30,Small positive income and cash but limited scale,86,Z'=0.09; X=1.06; CFO/DS<1,50,High leverage with minimal profitability suggests moderate risk
6391,72971,2024,1886400000000,,,1745025000000.0,,,1932468000000.0,185735000000.0,9136000000.0,201136000000.0,,1708000000.0,,,,,,,,,6020000000.0,,2251000000.0,13677000000.0,1115000000.0,12562000000.0,3.3,3.27,3805200000.0,3837000000.0,27048000000.0,-42476000000.0,-59645000000.0,,,,,,,,1200000000.0,,,,25173000000.0,,,,89559000000.0,,,,,,,,,,,,,0.92505566157761,0.047476145038168,3.6458471760797,3.8451827242525,0.01550006446899,4.493023255814,,,0.0,0.0072503180661578,,,,,,-0.0070881043256997,0,0,0,0.17116374219678,0.53754005417728,,,0.94019083969466,0.035719020356234,3.2,11.171423936956,0.096489058524173,-4.3541652401399,4,,,56,high leverage; liquidity n/a; large scale,10,"Strong positive net income, operating cash flow, and substantial equity",62,"low Altman Z, Zmijewski>0, low leverage",30,High leverage typical for industry but positive earnings
1320,1710155,2024,2172511000,396670000.0,1775841000.0,,397700000.0,945393000.0,2172511000.0,925980000.0,848000.0,254616000.0,,,,,,,924244000.0,832609000.0,,52766000.0,,,15545000.0,42122000.0,,,0.53,0.52,79831000.0,80298000.0,119198000.0,-110894000.0,-84556000.0,,229425000.0,113547000.0,,,,,88690000.0,119908000.0,86854000.0,67556000.0,717544000.0,,,437684000.0,,,,,,,,,,,,,,0.0,0.20146457256143,,,,,0.9974101081217,0.69590646215741,-0.0004741057697751,0.019388624499485,,,,,,-0.034534137947025,0,0,0,0.17439046522664,0.5421739544702,,,-4.3832591698152,0.074075905714632,15.678662243817,,0.13858394226773,-4.7981946583007,5,8.0,15.0,40,CR 1.00<1,10,"Positive equity, net income, and cash flows",50,low leverage TL/TA 0.00; low current ratio 1.00; thin cash/CL 0.70; positive ROA 1.9%; net profit,25,Balanced ratios with positive profitability indicate low to moderate risk
5621,824142,2024,941436000,408954000.0,,,126749000.0,,941436000.0,,326000.0,612835000.0,,,,,,237572000.0,,110823000.0,46800000.0,126761000.0,,,24157000.0,100376000.0,,,1.26,1.24,79582480.0,81145610.0,61318000.0,-76213000.0,17357000.0,,287000.0,,,22917000.0,,,,213532000.0,127158000.0,27484000.0,81892000.0,68053000.0,369947000.0,,,,,,,,,,,,,,,0.0,0.0,,,,,3.2264869939802,1.5418030911486,0.29976015363763,0.10662009950756,,,,,,0.044501945208304,0,0,0,1.1846356597793,4.9933726987283,,,-4.7668844998081,0.72211750984666,1.7621122200553,,1.008234792381,-4.5373233571902,4,15.0,30.0,28,"CR 3.23, ROA 10.7%, CFO/A 6.5%",5,"Positive net income, healthy balance sheet, positive cash flows",16,Altman score weak ; High Zmijewski X,1,"Positive income, low risk"
5643,1603345,2024,261392,261392.0,,2510555.0,2510555.0,0.0,261392.0,-1076998.0,40067.0,-5369326.0,,,,,,,164654.0,,51112.0,-164654.0,0.0,,0.0,-164654.0,,,,,,,44.0,0.0,0.0,,,,50000.0,,0.0,0.0,,,,1057215.0,,,,,,,,,,,,,,,,,,9.6045594356369,0.0,,,1.752600520602e-05,,0.10411721710936,0.10411721710936,-8.6045594356369,-0.62991216257575,,,,,,-1.1875689512204,0,0,0,-25.705244481579,-128.09392657894,64.724543497666,1.0,53.28100998359,-10.796526557814,-99.116401729829,,-16.274665475608,-7.8340597623877,5,70.0,2.0,100,liabilities>assets; negative equity; weak current ratio,95,"Negative equity, net loss, and small-scale operations",99,"high Ohlson prob, low Altman Z, Zmijewski>0",100,Extreme leverage and losses
5852,57131,2024,1866263000,854600000.0,,,475861000.0,,1866263000.0,941836000.0,43318000.0,545155000.0,,10261000.0,,,,879794000.0,,673038000.0,9000000.0,206756000.0,,,53163000.0,150017000.0,,150010000.0,3.41,3.39,44023000.0,44294000.0,79004000.0,-78371000.0,-144561000.0,,238170000.0,76580000.0,,,,,,276257000.0,,107460000.0,194604000.0,33971000.0,278578000.0,,,,,,,,,,,,,,,0.0,0.0,,,,,1.7959025849986,1.2153612084201,0.20293977858426,0.080383632960628,,,,,,0.037391479252055,0,0,0,0.73713782033936,3.0280477403238,,,-4.6545427379828,0.54914130002042,0.47680638795282,,0.76768038213264,-4.4787233054215,5,4.0,2.0,37,"CR 1.80, ROA 8.0%, CFO/A 4.2%",5,"Positive net income, positive equity, healthy balance sheet",22,Altman score weak ; Weak liquidity,1,"Profitable and solvent, low risk"
407,779152,2024,2773826000,627962000.0,1940200000.0,1165316000.0,523759000.0,641557000.0,2773826000.0,1381623000.0,1041000.0,2855751000.0,,,,,,,,218296000.0,121355000.0,474619000.0,1576000.0,,109351000.0,362916000.0,,,4.95,4.94,73324000.0,73486000.0,504631000.0,-196344000.0,-310492000.0,,12243000.0,34659000.0,11773000.0,139070000.0,,,,,361252000.0,19156000.0,804797000.0,,205664000.0,275000000.0,,,,,,,,,,,,,,0.42011142732096,0.099141042012008,301.15418781726,301.15418781726,0.43304219627981,320.19733502538,1.198952189843,1.198952189843,0.03756652363919,0.13083589237393,,,,,,-0.054199438175389,0,0,0,1.9285392916836,5.9974565782907,-8.5466577967965,0.0001941553451773,-2.4893305711938,0.56398974557164,2.5305749972159,18.194324668249,0.69933710766285,-5.0786080249884,6,10.0,3.0,31,"L/A 0.42, CR 1.20, ROA 13.1%",10,"Positive net income, positive equity, healthy cash flows",9,Weak liquidity CR 1.20,4,"Profitable with low leverage, very low risk"
3883,1865200,2024,46881358,2171553.0,44709805.0,5560518.0,4980018.0,580500.0,46881358.0,-1456577.0,,-4150511.0,,,,,,,,,,-278778.0,,,519957.0,1184465.0,,1184465.0,,,,,1578970.0,-1613107.0,-197494657.0,,,,,,,,,,,99468.0,,,,,,,,,,,,,,,,,,0.11860829628698,0.0,,,0.28396095471681,,0.43605324318105,0.43605324318105,-0.059905794537778,0.02526515976777,,,,,,-0.0027670549134517,0,0,0,-0.24643384157326,-0.99660463387767,-7.5699296319909,0.0005154628991096,-3.7358817171465,-0.079958592709708,3.0418333344309,,-0.06249054466383,-11.344978056931,5,5.0,15.0,44,"negative equity, CR 0.44<1, very small scale",80,Negative equity and losses but some positive cash,36,Low Altman Z' -0.2 ; Weak liquidity CR 0.44 ; QR 0.44,40,"Negative ROA but positive net income, with low liquidity"
396,1099160,2024,574267938,86646783.0,,425289303.0,48295856.0,,574267938.0,223488808.0,,25042926.0,,,,,,,57366075.0,,,413045.0,6593852.0,,-2163983.0,-3536566.0,,,-0.12,-0.12,29785759.0,29785759.0,-2445165.0,-1169280.0,-25545.0,,26733921.0,1169280.0,700000.0,,,29999000.0,2229325.0,,53424196.0,14299048.0,13265460.0,,51474754.0,264203010.0,,,,,,,,,,,,,,0.74057643629062,0.46006923339676,0.06264092672993,0.40073237919201,-0.0057494157100866,-0.37082497453689,1.7940831817951,1.7940831817951,0.066782288305289,-0.0061583901276411,,,,,,-0.0016931297544878,0,0,0,0.30776325814901,1.1368619223062,-4.8255234061685,0.0079585078559351,-0.043825224841927,0.070993869346054,-179.2818844723,6.2748235117152,0.16973765345751,-4.7048489633211,1,55.0,48.0,50,"IC<1, loss-making, neg. operating cash flow",60,Net losses and negative cash flow but positive equity,59,"low Altman Z, weak interest cover, low F-score 1",35,Slight losses and low interest coverage elevate risk despite good liquidity
3333,1556593,2024,34586508000,,,27576440000.0,,,35311785000.0,6943001000.0,4833000.0,-373141000.0,,67067000.0,4920801000.0,,,,3351475000.0,,,,309068000.0,,279516000.0,,89726000.0,864793000.0,1.84,1.8,468836718.0,481636125.0,5752886000.0,132901000.0,-5818068000.0,,1287199000.0,,,,,,,,,,85199000.0,387920000.0,40038000.0,,,,,,,,,,,,,,,0.79731784428772,0.0,1.9043835013654,1.9043835013654,0.20861597798701,18.613657835816,,,0.0,0.0,,,,,,-0.15488492169581,0,0,0,0.14948076058162,0.34354981635487,,,0.24471171244001,0.052244443989546,3.2,,0.11492836721186,-5.2143554800588,2,45.0,70.0,40,"L/A 0.80, CFO/A 16.6%",5,"Strong positive net income, robust operating cash flow, positive equity",88,Low Altman Z' 0.1 ; High Zmijewski X 0.24 ; Leverage TL/TA 0.80,38,Mixed signals with positive cash flow but negative retained earnings
4378,914156,2024,404136000,144633000.0,,118045000.0,58209000.0,,404136000.0,194446000.0,76000.0,247520000.0,,,,,,17134000.0,,45796000.0,9300000.0,55400000.0,2763000.0,,10929000.0,41789000.0,,4858000.0,0.64,0.64,7564000.0,7663000.0,17744000.0,1291000.0,-25894000.0,,5263000.0,13780000.0,,,,,7500000.0,70191000.0,64449000.0,22286000.0,113028000.0,64116000.0,62137000.0,28000000.0,,,,,,,,,,,,,,0.29209226596987,0.069283607498466,20.05066956207,22.76511038726,0.15031555762633,6.4220050669562,2.4847188579086,1.2788744008658,0.21384880337312,0.10340330977691,,,,,,0.061470380709881,0,0,0,1.7898368488047,6.050265954583,-9.1428100482282,0.0001069748252977,-3.0904501025362,0.64110774590732,-18.185358194342,11.607284592618,0.87482512817467,-4.3257488688609,5,60.0,2.0,25,low leverage TL/TA 0.29; healthy current ratio 2.48; positive ROA 10.3%; net profit,20,low leverage TL/TA 0.29; healthy current ratio 2.48; positive ROA 10.3%; net profit,30,low leverage TL/TA 0.29; healthy current ratio 2.48; positive ROA 10.3%; net profit,22,low leverage TL/TA 0.29; healthy current ratio 2.48; positive ROA 10.3%; net profit
3245,1709682,2024,3367797000,1265899000.0,,,897389000.0,1553205000.0,3367797000.0,858510000.0,25000.0,-557873000.0,,,1573086000.0,,,383748000.0,280440000.0,210868000.0,,103308000.0,,,7827000.0,38905000.0,,38905000.0,0.16,0.16,247152000.0,247705000.0,45968000.0,-218936000.0,153896000.0,,10309000.0,,,,,,,985794000.0,215089000.0,117653000.0,703827000.0,277212000.0,,1487136000.0,,,,,,,,,,,,,,0.0,0.44157530872556,,,,,1.4106468878045,0.31213331119503,0.10942167832562,0.011552062075,,,,,,-0.0022400856072359,0,0,0,0.033458428462286,0.38392735072809,,,-4.3463416917863,0.20687733257082,0.35418877087901,,0.3417794721594,-4.8338184149755,6,6.0,40.0,33,thin cash/CL 0.01; net profit; high LTD/TA 0.44,25,"Positive operating income, net income, and cash flow",60,Z'=0.03; X safe -4.35; QR<0.8,30,"small positive ROA, low leverage, good Piotroski, distress Altman"
8228,16058,2024,6629431000,1210037000.0,5419793000.0,3376474000.0,993971000.0,,6600808000.0,3224199000.0,4292000.0,3940616000.0,,135000.0,,,,,,1520719000.0,,496329000.0,16193000.0,,87778000.0,366794000.0,,,15.64,15.49,23446000.0,23677000.0,745554000.0,-689149000.0,-21209000.0,,115776000.0,,,,,,134681000.0,130591000.0,894946000.0,198177000.0,4058291000.0,,199519000.0,1650443000.0,,,,,,,,,,,,,,0.50931580704287,0.2489569617664,30.650836781325,38.968072623973,0.22080845284163,46.041746433644,1.2173765633001,1.0859934545374,0.032591937377431,0.055328126953882,,,,,,-0.059172914940185,0,0,0,1.1605075752209,3.6573434499522,-7.7830873150447,0.0004165500431855,-1.6410069648949,0.26341295504848,-4.223099802576,10.734478808099,0.36474045495006,-4.8814685649965,6,6.0,1.0,55,moderate leverage TL/TA 0.51; adequate current ratio 1.22; positive ROA 5.5%; net profit,44,moderate leverage TL/TA 0.51; adequate current ratio 1.22; positive ROA 5.5%; net profit,60,moderate leverage TL/TA 0.51; adequate current ratio 1.22; positive ROA 5.5%; net profit,45,moderate leverage TL/TA 0.51; adequate current ratio 1.22; positive ROA 5.5%; net profit
2288,1679628,2024,148592,28739.0,,5949946.0,5771905.0,,148592.0,-7144084.0,2652.0,-23582504.0,,,,,,,3335129.0,,710063.0,-3335129.0,,,,-1747250.0,,,-0.16,-0.16,26396183.0,26396183.0,-319816.0,,315000.0,,,,55000.0,,,,,,,,,,,,,,,,,,,,,,,,,40.042169161193,0.0,,,-0.053751076060186,,0.0049791186791882,0.0049791186791882,-38.650573382147,-11.758708409605,,,,,,,0,0,0,-232.3773190853,-923.02098088261,332.44668054192,1.0,276.8545719785,-108.71585960213,-411.64165435622,,-139.93066431571,,1,5.0,30.0,100,extremely high leverage TL/TA 40.04; low current ratio 0.00; thin cash/CL 0.00; negative ROA -1175.9%; net loss,80,extremely high leverage TL/TA 40.04; low current ratio 0.00; thin cash/CL 0.00; negative ROA -1175.9%; net loss,100,extremely high leverage TL/TA 40.04; low current ratio 0.00; thin cash/CL 0.00; negative ROA -1175.9%; net loss,75,extremely high leverage TL/TA 40.04; low current ratio 0.00; thin cash/CL 0.00; negative ROA -1175.9%; net loss
3080,1610940,2024,79243680,,,13881029.0,,,,46487168.0,,,,,,,,,,,,,1561.0,,,-22351459.0,,,,,,,-27830631.0,,11067476.0,,,,23649026.0,,,,,,,349793.0,,,,,,,,,,,,,,,,,,0.17516890936918,0.0,-14317.679692505,-14317.679692505,-2.0049400516345,-17828.719410634,,,0.0,-0.28205983114363,,,,,,0.080967204243063,0,0,0,0.53026926260046,1.6211101952025,,,-2.0322679764494,-0.86586320650429,3.2,,-0.89855165343154,-4.1124783540088,2,22.0,8.0,60,low leverage TL/TA 0.18; negative ROA -28.2%; net loss,48,low leverage TL/TA 0.18; negative ROA -28.2%; net loss,65,low leverage TL/TA 0.18; negative ROA -28.2%; net loss,49,low leverage TL/TA 0.18; negative ROA -28.2%; net loss
6072,1144980,2024,8021400000,3057100000.0,,,2875700000.0,,10159400000.0,2903500000.0,400000.0,2961500000.0,,,15433800000.0,,,3100600000.0,,1763400000.0,,1272600000.0,,,321800000.0,997300000.0,,,44.78,44.61,22300000.0,22400000.0,696000000.0,464700000.0,-1104300000.0,,,,1400000.0,,,,69000000.0,1768300000.0,,155600000.0,1783400000.0,,2315700000.0,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0630802934938,0.44816914142644,0.022614506195926,0.12432991747077,,,,,,0.037562021592241,0,0,0,0.82185435210811,2.4180748996435,,,-4.8552323074445,0.51035031291296,242.81084200687,,0.63237133168774,-5.2336586025755,3,,,30,low leverage TL/TA 0.00; adequate current ratio 1.06; thin cash/CL 0.45; positive ROA 12.4%; net profit,24,low leverage TL/TA 0.00; adequate current ratio 1.06; thin cash/CL 0.45; positive ROA 12.4%; net profit,35,low leverage TL/TA 0.00; adequate current ratio 1.06; thin cash/CL 0.45; positive ROA 12.4%; net profit,26,low leverage TL/TA 0.00; adequate current ratio 1.06; thin cash/CL 0.45; positive ROA 12.4%; net profit
